# A. Ravlić, Y. Saito, and W. Nazarewicz in preparation (2025).
# Calculations with axially-deformed RHB+pnQRPA using the DD-PC1 interaction (ver1.0).
# Generated: 2025-11-03 07:18:58
#
# Columns:
#   N          : Neutron number.
#   Z          : Proton number.
#   E(beta)    : Binding energy (MeV) for the min-E configuration
#   beta2      : Mass quadrupole deformation beta2 (dimensionless) at min-E.
#   Q          : beta- Q-value (MeV).
#   HL_log10   : log10 of the total half-life (log10 seconds).
#   FF_percent : % contribution of first-forbidden (FF) transitions to the total decay rate,
#
# N Z E(beta) beta2 Q HL_log10 FF_percent
120 63 -1398.92780000 -0.13384212 11.93810000 -1.498263 73.93
121 63 -1401.77870000 -0.11613684 12.84580000 -1.583441 72.29
122 63 -1405.60930000 -0.09658296 11.99160000 -1.624880 72.13
123 63 -1408.41270000 -0.04450991 13.14630000 -1.606871 79.29
124 63 -1412.56280000 0.00197163 11.82180000 -1.652071 79.80
125 63 -1415.59860000 0.00045246 13.17970000 -1.736905 79.73
126 63 -1419.87910000 0.00068372 12.20610000 -1.803516 81.05
127 63 -1418.96650000 -0.02043810 17.55200000 -1.841855 80.61
128 63 -1419.66420000 0.00211986 16.12290000 -1.912187 77.42
129 63 -1419.09280000 0.05815554 17.58280000 -1.989924 76.45
130 63 -1419.96420000 0.10198771 16.34950000 -2.066396 71.88
131 63 -1420.23940000 0.12404349 17.17570000 -2.135277 74.09
132 63 -1421.41110000 0.14862782 16.59320000 -2.193080 72.71
133 63 -1421.63970000 0.16151565 17.74650000 -2.248077 73.22
134 63 -1422.64380000 0.17190765 17.16790000 -2.286597 72.30
135 63 -1422.73850000 0.18649183 18.31440000 -2.344673 73.14
136 63 -1423.66130000 0.20027326 17.75320000 -2.369964 72.01
137 63 -1423.73350000 0.22087872 18.87120000 -2.420204 73.09
138 63 -1424.97210000 0.26085130 18.08190000 -2.442579 73.03
139 63 -1425.36480000 0.27387627 19.03380000 -2.492945 73.71
140 63 -1426.51660000 0.28065813 18.36340000 -2.528226 72.55
141 63 -1426.80310000 0.28939242 19.40350000 -2.575271 72.91
142 63 -1427.65890000 0.29722720 19.04510000 -2.606517 72.28
143 63 -1427.73660000 0.31930278 20.07380000 -2.651527 71.82
144 63 -1428.63100000 0.32941437 19.48590000 -2.680094 71.55
145 63 -1428.50790000 0.33079424 20.58320000 -2.714984 71.89
146 63 -1428.98420000 0.33303097 20.11320000 -2.738817 71.17
147 63 -1428.52520000 0.33143698 21.20770000 -2.785523 71.50
148 63 -1428.93380000 0.33499533 20.54680000 -2.799943 70.78
149 63 -1428.42070000 0.33519153 21.60560000 -2.837814 70.99
150 63 -1428.63210000 0.33680706 21.07120000 -2.860119 70.62
92 64 -1280.94280000 0.32637713 NaN NaN NaN
93 64 -1287.67300000 0.33052069 NaN NaN NaN
94 64 -1295.15320000 0.33794241 NaN NaN NaN
95 64 -1301.65320000 0.34181266 NaN NaN NaN
96 64 -1308.78310000 0.34806224 NaN NaN NaN
97 64 -1314.92030000 0.34902418 NaN NaN NaN
98 64 -1321.78160000 0.35937917 1.23520000 3.341196 34.17
99 64 -1327.63610000 0.36283131 2.47620000 2.649976 62.45
100 64 -1333.72630000 0.36418846 2.52570000 2.424522 64.12
101 64 -1338.97360000 0.36771457 3.71890000 1.727394 86.28
102 64 -1344.35170000 0.36783997 3.86530000 1.256895 57.00
103 64 -1348.80540000 0.35811482 5.13150000 0.530280 23.44
104 64 -1353.96890000 0.34905068 4.86290000 0.729917 53.57
105 64 -1358.21950000 0.33973382 6.17150000 0.101667 65.10
106 64 -1363.16860000 0.33041772 5.83170000 -0.046893 51.81
107 64 -1366.77710000 0.32451971 7.50630000 -0.327479 66.18
108 64 -1371.46310000 0.31577535 6.75550000 -0.111568 59.31
109 64 -1375.11290000 0.30712665 7.97780000 -0.337662 60.85
110 64 -1379.41380000 0.29923062 7.51240000 -0.555482 70.87
111 64 -1382.68710000 0.29269506 8.74290000 -0.727629 73.32
112 64 -1387.14790000 0.28422450 7.76270000 -0.805299 74.54
113 64 -1389.58500000 0.26649607 10.03180000 -0.877541 75.83
114 64 -1393.15380000 0.24728176 9.04870000 -0.924754 71.42
115 64 -1396.07390000 -0.19384201 9.88520000 -0.974480 67.42
116 64 -1400.17460000 -0.18853717 8.95560000 -1.032333 67.40
117 64 -1403.34300000 -0.18433510 10.10410000 -1.149614 69.91
118 64 -1407.17100000 -0.17564480 9.66500000 -1.202320 70.16
119 64 -1410.08390000 -0.16560275 10.77430000 -1.299559 72.35
120 64 -1413.84250000 -0.14371171 10.09500000 -1.322297 73.47
121 64 -1416.81890000 -0.12372229 11.01130000 -1.384748 76.10
122 64 -1420.77700000 -0.09948026 10.13010000 -1.405266 77.65
123 64 -1423.60260000 -0.08504884 11.34260000 -1.491672 79.42
124 64 -1427.99630000 0.00053092 9.95540000 -1.463653 81.85
125 64 -1431.30320000 -0.02963682 11.11330000 -1.557462 81.23
126 64 -1435.73650000 0.00006786 10.13780000 -1.620506 82.48
127 64 -1435.00510000 -0.02179432 15.39830000 -1.662886 81.98
128 64 -1435.89360000 0.00030330 13.99800000 -1.746609 77.96
129 64 -1435.53170000 0.06338070 15.43020000 -1.838160 76.62
130 64 -1436.63310000 0.10444691 14.29880000 -1.913255 75.82
131 64 -1437.22230000 0.13121369 15.13400000 -1.991986 77.04
132 64 -1438.60420000 0.14949030 14.60170000 -2.048429 75.48
133 64 -1439.02970000 0.16301943 15.83790000 -2.108349 75.57
134 64 -1440.27090000 0.17491044 15.24270000 -2.144812 73.95
135 64 -1440.63250000 0.19201930 16.36890000 -2.198558 74.00
136 64 -1441.82270000 0.20987311 15.76550000 -2.236376 73.13
137 64 -1442.27200000 0.23102367 16.69140000 -2.297644 73.95
138 64 -1443.61660000 0.24878263 16.05160000 -2.328888 72.72
139 64 -1444.09800000 0.26581556 17.18770000 -2.381420 73.52
140 64 -1445.42460000 0.27510462 16.56500000 -2.417630 72.29
141 64 -1445.92200000 0.28694490 17.67160000 -2.465380 72.66
142 64 -1447.02840000 0.29885119 17.26430000 -2.496656 72.01
143 64 -1447.33490000 0.30835603 18.22090000 -2.544287 72.34
144 64 -1448.30910000 0.32102846 17.68150000 -2.572936 71.96
145 64 -1448.31540000 0.32396202 18.88310000 -2.609744 72.33
146 64 -1448.95090000 0.32685561 18.40230000 -2.635704 71.48
147 64 -1448.69860000 0.32638754 19.46910000 -2.685337 71.87
148 64 -1449.24430000 0.33047332 18.85420000 -2.703254 71.07
149 64 -1448.92130000 0.33060414 19.82790000 -2.744700 71.27
150 64 -1449.31280000 0.33358733 19.25360000 -2.769047 70.90
97 65 -1322.23480000 0.34615567 1.57980000 4.090300 99.78
98 65 -1329.33030000 0.35443909 1.26330000 4.225580 99.65
99 65 -1335.47000000 0.35859581 2.51160000 3.687011 93.33
100 65 -1341.91050000 0.35984935 2.51150000 2.993894 89.21
101 65 -1347.43500000 0.36311162 3.74850000 2.045476 91.71
102 65 -1353.15490000 0.36109568 3.90490000 1.503053 39.85
103 65 -1358.04980000 0.35372933 5.08400000 0.796401 12.09
104 65 -1363.60900000 0.34605906 4.78630000 0.729052 40.52
105 65 -1368.21830000 0.33857580 6.04350000 0.641855 29.73
106 65 -1373.50140000 0.33105184 5.72430000 0.162063 53.64
107 65 -1377.43660000 0.32613382 7.43400000 -0.159876 69.95
108 65 -1382.30870000 0.31950080 6.88780000 0.079658 66.37
109 65 -1386.14420000 0.31240660 8.23720000 -0.142440 63.51
110 65 -1390.64800000 0.30592241 7.93290000 -0.408562 77.44
111 65 -1394.12860000 0.29910615 9.31240000 -0.591762 79.78
112 65 -1398.83480000 0.28757922 8.45910000 -0.737937 72.10
113 65 -1401.42050000 0.27031627 10.75630000 -0.814629 73.20
114 65 -1405.17710000 0.25317619 9.77340000 -0.859289 70.23
115 65 -1408.34820000 -0.19616526 10.48280000 -0.893779 66.38
116 65 -1412.66510000 -0.19155096 9.47640000 -0.952637 66.33
117 65 -1416.05400000 -0.18768461 10.61610000 -1.072446 68.89
118 65 -1420.07620000 -0.18079862 10.20930000 -1.128821 68.95
119 65 -1423.15550000 -0.17337102 11.34580000 -1.236099 70.97
120 65 -1427.04820000 -0.15509860 10.72160000 -1.268884 71.23
121 65 -1430.12510000 -0.13231401 11.69990000 -1.339386 73.12
122 65 -1434.16320000 -0.10867805 10.91070000 -1.355967 73.52
123 65 -1437.16970000 -0.08760933 12.12820000 -1.415407 76.79
124 65 -1441.63450000 -0.07604382 10.86960000 -1.469444 76.70
125 65 -1445.09230000 -0.03332555 12.07210000 -1.453045 84.98
126 65 -1449.62140000 0.00380961 11.15690000 -1.514054 86.38
127 65 -1449.10960000 -0.02459749 16.43720000 -1.561493 85.59
128 65 -1450.17990000 0.01260617 14.99540000 -1.647464 80.46
129 65 -1450.14990000 0.07732372 16.32270000 -1.749124 74.04
130 65 -1451.57430000 0.10935377 15.00630000 -1.823073 73.88
131 65 -1452.42390000 0.13554235 15.76550000 -1.897239 79.50
132 65 -1454.08560000 0.15370577 15.15410000 -1.955991 77.77
133 65 -1454.73160000 0.16621380 16.38560000 -2.016594 77.59
134 65 -1456.21940000 0.17856872 15.74100000 -2.055391 75.78
135 65 -1456.80620000 0.19441352 16.88110000 -2.111324 75.64
136 65 -1458.18140000 0.20973562 16.34650000 -2.151531 74.58
137 65 -1458.88620000 0.23516900 17.27070000 -2.206522 73.57
138 65 -1460.50370000 0.24988232 16.53170000 -2.244245 72.63
139 65 -1461.20760000 0.26532586 17.57760000 -2.295161 73.24
140 65 -1462.81160000 0.27247792 16.80050000 -2.341223 72.37
141 65 -1463.51070000 0.28254056 17.89780000 -2.390363 72.75
142 65 -1464.77380000 0.29209720 17.52180000 -2.426929 72.32
143 65 -1465.20860000 0.30058529 18.57630000 -2.475754 72.69
144 65 -1466.41650000 0.31840666 18.01190000 -2.497561 73.05
145 65 -1466.57120000 0.31926989 19.23830000 -2.535410 73.40
146 65 -1467.38570000 0.31979046 18.73300000 -2.564131 72.46
147 65 -1467.31650000 0.31884982 19.82500000 -2.615082 72.89
148 65 -1467.96720000 0.32018102 19.32990000 -2.636746 72.04
149 65 -1467.78440000 0.31966340 20.37860000 -2.680665 72.24
150 65 -1468.27750000 0.32150393 19.93190000 -2.705793 71.87
151 65 -1467.97710000 0.33004776 20.97850000 -2.743408 72.05
152 65 -1468.37860000 0.33071285 20.50930000 -2.767094 71.71
153 65 -1467.93510000 0.33137130 21.48810000 -2.798943 72.11
154 65 -1468.18190000 0.33053521 20.94900000 -2.819451 71.72
96 66 -1323.03260000 0.33797645 NaN NaN NaN
97 66 -1329.81160000 0.34157552 NaN NaN NaN
98 66 -1337.19960000 0.35125082 NaN NaN NaN
99 66 -1343.64000000 0.35592167 NaN NaN NaN
100 66 -1350.40150000 0.35699520 0.55440000 5.235911 98.72
101 66 -1356.27780000 0.36055249 1.83950000 2.927424 95.54
102 66 -1362.35180000 0.35706004 2.02550000 2.355931 31.42
103 66 -1367.61330000 0.34980558 3.21780000 1.308908 8.77
104 66 -1373.47980000 0.34149808 2.99760000 1.289882 17.69
105 66 -1378.44370000 0.33490098 4.23770000 0.834924 22.57
106 66 -1384.08860000 0.32734223 3.92360000 0.727497 31.19
107 66 -1388.41450000 0.32314847 5.54280000 0.289050 64.73
108 66 -1393.59940000 0.31594652 5.09890000 0.334866 61.55
109 66 -1397.79890000 0.30939770 6.31990000 0.101543 71.11
110 66 -1402.65900000 0.30296633 5.96010000 -0.022997 74.84
111 66 -1406.51190000 0.29693474 7.25530000 -0.237506 77.64
112 66 -1411.39480000 0.28963162 6.54730000 -0.348507 79.70
113 66 -1414.16850000 0.27692803 8.89530000 -0.513155 83.30
114 66 -1418.04900000 0.25571481 8.01610000 -0.519577 75.35
115 66 -1421.35950000 -0.19809674 8.67580000 -0.590618 66.02
116 66 -1425.88810000 -0.19381404 7.59630000 -0.657784 66.21
117 66 -1429.50350000 -0.18997611 8.72550000 -0.805087 70.24
118 66 -1433.71930000 -0.18385553 8.34810000 -0.870510 70.62
119 66 -1436.98780000 -0.17780714 9.49220000 -1.003090 73.57
120 66 -1441.04300000 -0.16029543 8.89160000 -1.035484 74.52
121 66 -1444.29190000 -0.13917134 9.85850000 -1.101560 77.85
122 66 -1448.51590000 -0.11003042 9.00300000 -1.094574 80.64
123 66 -1451.72210000 -0.10262155 10.11620000 -1.211354 82.10
124 66 -1456.38240000 -0.07888433 8.86900000 -1.232419 84.00
125 66 -1459.99630000 -0.03387350 10.05440000 -1.248519 87.39
126 66 -1464.76480000 0.00008897 8.99020000 -1.299496 88.12
127 66 -1464.39330000 -0.02334376 14.15570000 -1.354394 87.28
128 66 -1465.69060000 0.00048785 12.79570000 -1.454424 81.15
129 66 -1465.79860000 -0.06709118 14.15310000 -1.590095 77.85
130 66 -1467.40740000 0.10825980 12.99160000 -1.648413 78.70
131 66 -1468.45770000 0.13395715 13.74780000 -1.735889 79.74
132 66 -1470.33520000 0.15256127 13.11810000 -1.799565 78.00
133 66 -1471.17840000 0.16538945 14.46620000 -1.865362 77.85
134 66 -1472.90530000 0.17836494 13.81300000 -1.907569 76.09
135 66 -1473.74590000 0.19410107 14.95560000 -1.968807 76.00
136 66 -1475.37490000 0.20998437 14.38720000 -2.011082 74.93
137 66 -1476.25340000 0.22958627 15.32370000 -2.074611 75.41
138 66 -1478.00320000 0.24421151 14.64450000 -2.113082 74.04
139 66 -1478.83010000 0.26208450 15.80240000 -2.169245 74.66
140 66 -1480.62650000 0.26975265 15.03400000 -2.213182 73.34
141 66 -1481.51360000 0.28094407 16.17120000 -2.266817 73.64
142 66 -1483.00290000 0.29198186 15.75890000 -2.302691 72.89
143 66 -1483.64640000 0.30091173 16.79570000 -2.356963 73.13
144 66 -1485.02750000 0.31397362 16.22760000 -2.389340 72.77
145 66 -1485.33670000 0.31580996 17.46980000 -2.429466 73.19
146 66 -1486.35950000 0.31730857 16.94190000 -2.460333 72.19
147 66 -1486.51510000 0.31760565 18.01510000 -2.513402 72.70
148 66 -1487.38100000 0.31979581 17.51240000 -2.537551 71.80
149 66 -1487.42740000 0.31951783 18.51720000 -2.584576 72.02
150 66 -1488.17360000 0.32336240 18.00930000 -2.610291 71.68
151 66 -1488.10590000 0.32479323 19.00040000 -2.645095 71.94
152 66 -1488.64120000 0.32539333 18.55850000 -2.670391 71.59
153 66 -1488.34890000 0.32616581 19.55810000 -2.703395 71.97
154 66 -1488.73060000 0.32530295 19.04510000 -2.726090 71.55
99 67 -1350.17390000 0.35302571 NaN NaN NaN
100 67 -1357.33530000 0.35414227 0.83010000 5.745791 0.02
101 67 -1363.59530000 0.35762504 1.97250000 4.105815 3.87
102 67 -1370.04910000 0.35359914 2.03430000 2.273327 0.02
103 67 -1375.69540000 0.34730531 3.18190000 2.718970 100.00
104 67 -1381.89940000 0.33936588 2.98920000 1.602525 31.36
105 67 -1387.23020000 0.33335815 4.24460000 0.986124 19.48
106 67 -1393.17530000 0.32646523 3.98590000 0.772735 9.90
107 67 -1397.91630000 0.32262400 5.59740000 0.552033 18.29
108 67 -1403.33680000 0.31622907 5.27090000 0.600727 7.12
109 67 -1407.83710000 0.31029050 6.52040000 0.315615 36.51
110 67 -1412.98520000 0.30342963 6.20580000 0.342240 69.14
111 67 -1417.16010000 0.29826169 7.48570000 0.017081 78.94
112 67 -1422.28180000 0.29212858 6.84830000 -0.259587 87.21
113 67 -1425.28310000 0.28068753 9.20850000 -0.437518 89.96
114 67 -1429.25330000 0.26205160 8.55000000 -0.435983 82.49
115 67 -1432.70240000 -0.20032979 9.21450000 -0.456870 68.37
116 67 -1437.44700000 -0.19642567 8.04210000 -0.539683 69.47
117 67 -1441.28540000 -0.19266381 9.09660000 -0.692714 73.23
118 67 -1445.69800000 -0.18738416 8.75690000 -0.760941 73.48
119 67 -1449.15260000 -0.18285958 9.93440000 -0.902968 76.08
120 67 -1453.36840000 -0.16848598 9.39650000 -0.942431 76.61
121 67 -1456.73690000 -0.14567095 10.45930000 -1.005097 79.75
122 67 -1461.05630000 -0.11674017 9.72620000 -1.000600 82.56
123 67 -1464.46940000 -0.10608602 10.86560000 -1.100863 84.41
124 67 -1469.26870000 -0.08088057 9.72840000 -1.170726 80.21
125 67 -1472.97300000 -0.03748909 11.03540000 -1.195613 81.35
126 67 -1477.76700000 -0.00722027 10.08310000 -1.268833 78.42
127 67 -1477.70430000 -0.02652937 15.24980000 -1.304904 80.83
128 67 -1479.16970000 -0.02268361 13.77130000 -1.336101 72.23
129 67 -1479.61700000 -0.07549538 15.06370000 -1.488516 72.68
130 67 -1481.42350000 0.10758377 13.86680000 -1.549683 81.61
131 67 -1482.67130000 0.13750605 14.57990000 -1.630139 76.81
132 67 -1484.86260000 0.15538953 13.81010000 -1.698662 76.40
133 67 -1485.93630000 0.16726117 15.03900000 -1.762624 76.62
134 67 -1487.91950000 0.17965079 14.28380000 -1.816430 75.89
135 67 -1488.98010000 0.19357079 15.39090000 -1.877360 76.06
136 67 -1490.79510000 0.20756690 14.82880000 -1.923628 75.34
137 67 -1491.86570000 0.22989609 15.77880000 -1.976694 77.18
138 67 -1493.85050000 0.24317398 14.99950000 -2.020725 75.87
139 67 -1494.87850000 0.25130544 16.14240000 -2.085097 75.61
140 67 -1496.90280000 0.26804982 15.34330000 -2.124974 74.83
141 67 -1497.97980000 0.27863373 16.47460000 -2.181394 74.99
142 67 -1499.66010000 0.28881947 16.07430000 -2.219295 74.12
143 67 -1500.47310000 0.29706243 17.18310000 -2.276154 74.27
144 67 -1502.02450000 0.30908851 16.62400000 -2.309985 73.80
145 67 -1502.51940000 0.31085170 17.97300000 -2.352020 74.27
146 67 -1503.74820000 0.31163889 17.37700000 -2.385485 73.23
147 67 -1504.11140000 0.31256115 18.45900000 -2.439073 73.80
148 67 -1505.16260000 0.31375545 17.96560000 -2.465785 72.86
149 67 -1505.40090000 0.31369522 18.96960000 -2.514560 73.08
150 67 -1506.32430000 0.31776326 18.47720000 -2.539963 72.68
151 67 -1506.41770000 0.31997515 19.49680000 -2.575375 73.01
152 67 -1507.12500000 0.31886202 19.03560000 -2.601644 72.62
153 67 -1506.99370000 0.32094956 20.06870000 -2.632445 72.77
154 67 -1507.53420000 0.32011286 19.58960000 -2.656319 72.33
155 67 -1507.27050000 0.32106853 20.59080000 -2.692138 72.67
156 67 -1507.56840000 0.31862807 20.24190000 -2.723163 71.37
157 67 -1507.13650000 0.31546073 21.18320000 -2.758005 71.79
158 67 -1507.27800000 0.30820618 20.80950000 -2.783653 71.09
99 68 -1357.38340000 0.35156101 NaN NaN NaN
100 68 -1364.78580000 0.35163105 NaN NaN NaN
101 68 -1371.30140000 0.35554682 NaN NaN NaN
102 68 -1378.09530000 0.34882171 NaN NaN NaN
103 68 -1384.10660000 0.34309951 NaN NaN NaN
104 68 -1390.69280000 0.33448113 1.16200000 2.968846 7.45
105 68 -1396.37920000 0.32949178 2.37450000 2.083284 9.72
106 68 -1402.73170000 0.32257495 2.05970000 1.930813 14.88
107 68 -1407.82570000 0.31939775 3.56380000 1.317775 64.81
108 68 -1413.57550000 0.31318674 3.30370000 1.358543 59.11
109 68 -1418.40900000 0.30796088 4.45450000 1.004400 73.02
110 68 -1423.86380000 0.30268482 4.11380000 0.796054 79.44
111 68 -1428.34810000 0.29774027 5.36040000 0.562836 79.74
112 68 -1433.70960000 0.29183574 4.80760000 0.307484 85.50
113 68 -1437.02130000 0.28048137 7.14010000 -0.046909 91.66
114 68 -1441.13490000 0.26102159 6.58270000 -0.047730 79.85
115 68 -1444.70710000 0.22726065 7.35110000 -0.196401 76.11
116 68 -1449.60000000 -0.19637872 6.38380000 -0.211523 63.16
117 68 -1453.67290000 -0.19260051 7.23050000 -0.404214 69.94
118 68 -1458.30500000 -0.18742462 6.89550000 -0.481340 70.47
119 68 -1461.98290000 -0.18327418 8.06490000 -0.658022 74.93
120 68 -1466.41420000 -0.16904594 7.51520000 -0.703910 75.67
121 68 -1470.00050000 -0.14434564 8.56930000 -0.768451 79.49
122 68 -1474.55300000 -0.11501338 7.76030000 -0.751953 82.76
123 68 -1478.21510000 -0.10438569 8.81050000 -0.867582 85.35
124 68 -1483.22640000 -0.08124798 7.67460000 -0.883779 87.99
125 68 -1487.06810000 -0.03612207 9.00780000 -0.886703 93.16
126 68 -1492.17210000 0.00011012 7.83620000 -0.941331 94.25
127 68 -1492.15900000 -0.02428657 13.10280000 -1.014034 93.04
128 68 -1493.89870000 0.00075190 11.54900000 -1.130351 84.47
129 68 -1494.50830000 -0.07187976 12.90710000 -1.297999 80.76
130 68 -1496.46920000 0.10703814 11.81240000 -1.354503 81.99
131 68 -1497.89070000 0.13162094 12.57430000 -1.451094 82.97
132 68 -1500.19330000 0.15001942 11.88160000 -1.521862 81.00
133 68 -1501.42130000 0.16288204 13.12710000 -1.596742 80.66
134 68 -1503.58900000 0.17554438 12.34950000 -1.646578 78.76
135 68 -1504.84190000 0.18934027 13.45960000 -1.718824 78.52
136 68 -1506.86250000 0.20368509 12.90310000 -1.764869 77.30
137 68 -1508.06800000 0.22505048 13.91890000 -1.834120 76.97
138 68 -1510.23890000 0.23822006 13.14380000 -1.878063 76.02
139 68 -1511.46410000 0.24848707 14.22360000 -1.947809 75.72
140 68 -1513.67240000 0.26739438 13.43120000 -1.990108 74.87
141 68 -1514.95240000 0.27911641 14.57600000 -2.051712 74.99
142 68 -1516.87420000 0.29104721 14.19340000 -2.092414 74.06
143 68 -1517.86650000 0.29855471 15.42270000 -2.155750 74.15
144 68 -1519.71040000 0.31278919 14.76700000 -2.194070 73.74
145 68 -1520.34320000 0.31230209 16.20070000 -2.237923 74.19
146 68 -1521.78840000 0.31206939 15.57130000 -2.273032 73.03
147 68 -1522.34620000 0.31220870 16.67870000 -2.329035 73.64
148 68 -1523.58850000 0.31166605 16.20100000 -2.358736 72.69
149 68 -1524.01950000 0.31060202 17.16890000 -2.411643 72.94
150 68 -1525.13250000 0.31449429 16.66570000 -2.437891 72.54
151 68 -1525.37860000 0.31572031 17.76000000 -2.473084 72.77
152 68 -1526.28040000 0.31551546 17.27240000 -2.500218 72.36
153 68 -1526.34180000 0.31619980 18.31640000 -2.535601 72.74
154 68 -1527.07930000 0.31495603 17.81620000 -2.561870 72.32
155 68 -1527.02830000 0.31570029 18.77310000 -2.599936 72.73
156 68 -1527.53770000 0.31096181 18.40590000 -2.625481 72.32
157 68 -1527.30550000 0.30796158 19.36750000 -2.664032 72.71
158 68 -1527.67290000 0.29975749 18.98840000 -2.693667 72.14
103 69 -1391.07280000 0.34044837 1.45510000 5.798743 99.99
104 69 -1397.97170000 0.33240858 1.24210000 5.615990 90.51
105 69 -1404.00940000 0.32796859 2.52740000 3.634793 34.52
106 69 -1410.60750000 0.32267385 2.30590000 2.920701 90.75
107 69 -1416.09720000 0.32056584 3.87770000 2.636952 97.10
108 69 -1422.08150000 0.31571496 3.74440000 2.454509 99.39
109 69 -1427.19560000 0.31093414 4.98130000 2.816421 93.14
110 69 -1432.92650000 0.30420731 4.73130000 1.001947 65.87
111 69 -1437.73520000 0.30016873 5.98490000 0.460271 85.45
112 69 -1443.37940000 0.29541561 5.46260000 0.356302 87.75
113 69 -1446.93560000 0.28590452 7.77140000 -0.024541 93.74
114 69 -1451.27620000 0.26498927 7.30740000 -0.023914 83.66
115 69 -1455.20180000 0.23040514 7.85780000 0.089359 69.93
116 69 -1460.12140000 -0.19798723 7.07500000 -0.126466 62.28
117 69 -1464.41850000 -0.19420218 7.85220000 -0.320878 68.09
118 69 -1469.26580000 -0.18935832 7.30750000 -0.407715 68.92
119 69 -1473.14740000 -0.18571500 8.54310000 -0.597542 73.19
120 69 -1477.78780000 -0.17354954 7.95570000 -0.649667 73.45
121 69 -1481.53130000 -0.14745273 9.09380000 -0.720409 76.00
122 69 -1486.24360000 -0.11820418 8.41410000 -0.717050 77.71
123 69 -1490.11900000 -0.10585918 9.53570000 -0.832306 80.00
